"JointSubmissionId","Institution","UnitOfAssessment","MultipleSubmission","StaffIdentifier","OutputNumber","Year","OutputType","LongTitle","ShortTitle","Pagination","Publisher","Editors","ISBN","PublicationDate","EndDate","URL","DOI","OtherDetails","EnglishAbstract","ResearchGroup","IsInterdisciplinary","NumberofAdditionalAuthors","CoAuthor1","CoAuthor1External","CoAuthor2","CoAuthor2External","CoAuthor3","CoAuthor3External"
,"0114",22,,489377,1,,"D","Bayesian measures of model complexity and fit (with
discussion)  ","64","583-640","Journal of the Royal Statistical Society",,"0952-8385",2002-Jan-01,,,"10.1111/1467-9868.00353",,,,False,,"Best, N. J.",True,"Carlin, B. P.",True,"van der Linde, A.",True
,"0114",22,,489377,2,,"D","Commissioned analysis of surgical performance using routine data: lessons from the Bristol Inquiry (with discussion)
 ","165","191-232.","Journal of the Royal Statistical Society, Series A,",,"0035-9238",2002-Jan-01,,,"10.1111/1467-985X.02021",,,,False,1,"Aylin, P.",True,"Evans, S. J. W.",True,"Murray, G. D.",True
,"0114",22,,489377,3,,"D","Incorporating Bayesian ideas into health-care evaluation ","19","156-174","Statistical Science",,"0883-4237",2004-Jan-01,,,"10.1214/088342304000000080",,,,False,,,,,,,
,"0114",22,,489377,4,,"D","A simple risk-adjusted exponentially weighted moving average, ","102","140-152","Journal of American  Statistical Association",,"0162-1459 ",2007-Jan-01,,,"10.1198/016214506000001121",,,,False,,"Grigg, O. ",True,,,,
,"0114",22,,95707,1,,"D","An entropic measurement of queueing behaviour in a
class of manufacturing operations 
 ","457","1579-1601","Proceedings of the Royal Society London Series A",,"09501207",2001-Jul-01,,,"10.1098/rspa.2000.0731",,,,False,,"Frizelle, G.",True,,,,
,"0114",22,,95707,2,,"D","Malyshev's theory and JS-queues
 ","13(4)","1313-1354","Annals of Applied Probability",,"1050-5164",2003-Jan-01,,,"10.1214/aoap/1069786501",,,,False,,"Kurkova, I.",True,,,,
,"0114",22,,95707,3,,"D","Branching diffusion on <b>H</b><sub>d</sub>
with variable fission:  the Hausdorff dimension of the limiting set
","51","155-167","Theory of Probability and its Applications",,"0040-585X",2007-Jan-01,,,"10.1137/S0040585X97982281",,,,False,,"Kelbert, M.",True,,,,
,"0114",22,,95707,4,,"H","On Malliavin measures, SLE and CFT  
 ",,,"Proceedings of the Steklov Institute of Mathematics",,"1531-8605 ",2006-Sep-01,,"http://arxiv.org/abs/math-ph/0609056v1",,"arXiv.math-ph/0609056v1
",,,False,,"Kontsevich, M.",True,,,,
,"0114",22,,95708,1,,"D","Optimal portfolio choice in the bond market  ","10(4)","553-573","Finance and Stochastics",,"0949-2984",2006-Dec-12,,,"10.1007/s00780-006-0019-z",,,,False,,"Ringer, N.",True,,,,
,"0114",22,,95708,2,,"D","Explicit solutions of some utility maximization problems in incomplete markets
","114(1)","109-125","Stochastic Processes and Their Applications, ",,"0304-4149",2004-Jun-17,,,"10.1016/j.spa.2004.05.007",,,,False,,,,,,,
,"0114",22,,95708,3,,"D","A characterization of hedging portfolios for interest rate contingent claims 
","14(3)","1267-1294","The Annals of Applied Probability",,"1050-5164",2004-Jan-01,,,"10.1214/105051604000000297",,,,False,,"Carmona, R.",True,,,,
,"0114",22,,95708,4,,"D","A note on invariant measures for HJM models
","9(3)","389-398","Finance and Stochastics",,"0949-2984",2004-Jan-01,,,"10.1007/s00780-004-0143-6",,,,False,,,,,,,
,"0114",22,,95709,1,2003,"A","Pricing Communication Networks: Economics, Technology and Modelling",,"378"," Wiley",,"978-0-470-85130-2",,,,,,,,False,,"Courcoubetis, C. ",True,,,,
,"0114",22,,95709,2,,"D","On the sum-of-squares algorithm for bin
packing","1(53)","1-85","Journal of the Association for Computing Machinery ",,"1557-735X",2006-Jan-01,,,"10.1145/1120582.1120583",,,,False,2,"Csirik, J.",True,"Johnson, D. S.",True,"Kenyon, C.,",True
,"0114",22,,95709,3,,"D","Incentives for large peer-to-peer systems 
"," 24(5)"," 1034-1049","IEEE Journal on Selected Areas in Communications",,"0733-8716",2006-Jan-01,,,"10.1109/JSAC.2006.872885",,,,False,,"Courcoubetis, C.,",True,,,,
,"0114",22,,95709,4,,"H","Scheduling of peer-to-peer file dissemination",,,"Journal of Scheduling ",,"1094-6136  ",2007-Aug-23,,"http://www.springerlink.com/content/q2x670110228p210/","10.1007/s10951-007-0017-9","published presently as  SpringerLink 'Online First'.
",,,False,,"Mundinger, J.",True,"Weiss, G. ",True,,
,"0114",22,,489398,1,,"D","The distribution of species numbers in a controlled
environment","46(1)","23-27","Australian and New Zealand Journal of Statistics",,"1369-1473",2004-Mar-01,,,"10.1111/j.1467-842X.2004.00308.x",,,,False,,,,,,,
,"0114",22,,489398,2,,"D","Three approaches to sequential analysis and to one
hidden Markov processes 
 ","130","49-62","Journal of  Statistical Planning and Inference",,"0378-3758 ",2005-Jan-01,,,"10.1016/j.jspi.2003.09.041",,,,False,,,,,,,
,"0114",22,,489398,3,,"D","Tax problems in the discounted case  ","42","754-765","Journal of Applied Probability",,"1475-6072",2005-Jan-01,,,"10.1239/jap/1127322025",,,,False,,,,,,,
,"0114",22,,489398,4,2006,"A","Networks: Optimization and Evolution ",,"271","Cambridge University Press",,"978-0-521-87100-6",,,,,,,,False,,,,,,,
,"0114",22,,95704,4,,"D","The relaxed investor and parameter uncertainty
","5","131-154","Finance and Stochastics  ",,"0949-2984",2001-Jan-01,,,"10.1007/PL00013532",,,,False,,,,,,,
,"0114",22,,306180,4,,"D","Coding Theorem for a Class of Quantum
Channels with Long-Term Memory
","40(28)","8147-8164","Journal of  Physics. A : Mathematical and General (special issue on Quantum Information Theory) ",,"1751-8121 ",2007-Jul-13,,,"10.1088/1751-8113/40/28/S20",,,,False,,"Dorlas, T. C.",True,,,,
,"0114",22,,488697,4,,"D","Automated FX trading system using adaptive reinforcement learning 

","30(3)","543-552","Expert Systems with Applications",,"0957-4174",2006-Apr-01,,,"10.1016/j.eswa.2005.10.012",,,,False,,"Leemans, V. ",True,,,,
,"0173",22,,890789,3,,"D","Spatial models for line transect sampling","9 (2)","181-199","Journal of Agricultural, Biological and Environmental Statistics",,"1537-2693",2004-Jun-01,,,"10.1198/1085711043578","This paper develops for the first time an integrated model-based approach for analysing distance sampling data, allowing animal density to be modelled as a function of spatial covariates. It was selected as the best JABES paper of 2004-05, and by August 2007, 9 papers in refereed journals had cited it. First author was a research student supervised by Buckland.",,,False,0,"Hedley, S L",False,,,,
,"0173",22,,890990,1,2002,"A","Estimating Animal Abundance: Closed Populations",,"314 pp","Springer-Verlag",,"1-85233-560-2",,,,,"A key book in developing a general, unifying framework for methods of estimating animal abundance. This book sets up an approach that is likely to lead to significant methodological development across a wide range of abundance estimation methodologies. JASA review said ""I am sure that this book will soon become a fixture on the shelves of every statistical ecologist"".",,,False,0,"Buckland, ST",False,"Zucchini, W",True,,
,"0173",22,,891220,2,,"D","A unified framework for modelling wildlife population dynamics","47 (1)","19-34","Australian and New Zealand Journal of Statistics",,"1467-842X",2005-Mar-01,,,"10.1111/j.1467-842x.2005.00369.x","A key paper in developing our sequential Monte Carlo methods for modelling population dynamics, giving the first analysis of real data. This paper is of rather more impact than its journal might imply (it appears here as part of the proceedings of a conference (EURING 2003)). Since publication, it has consistently been listed on the journal web page (http://www.blackwellpublishing.com/journal.asp?ref=1369-1473) as one of their 5 ""highlights"" papers, and by August 2007, there were 11 papers in refereed journals that cite it.",,,False,0,"Buckland, ST",False,"Newman, KB",False,"Harwood, J",False
,"0173",22,,891212,1,,"D","The intrinsic distribution and selection bias of long-period cometary orbits","99 (463)","515-521","Journal of the American Statistical Association",,"1537-274X",2003-Sep-01,,,"10.1198/016214503000000305","This is the first analysis by statisticians of a well-known astronomical data set in which selection effects are taken into account. It is shown that the observed non-uniformity can be explained by a simple model for the selection process. (Alphabetic ordering of authors, who contributed equally to the paper.)",,,False,0,"Kim, PT",True,"Koo, J-Y",True,"Wiegert, P",True
,"0173",22,,891212,2,,"D","On quantum statistical inference","65 (4)","775-804","Journal of the Royal Statistical Society Series B : Statistical Methodolgy",,"1467-9868",2003-Nov-01,,,"10.1111/1467-9868.00415","This paper, read to the RSS, is one of the first modern surveys of developments in statistical inference connected to measurements of quantum systems. Emphasis is given to quantum analogues of some concepts of classical statistical inference (such as sufficiency and Fisher information). (Alphabetic ordering of authors, who contributed equally to the paper.)",,,False,0,"Barndorff-Nielsen, OE",True,"Gill, RD",True,,
,"0173",22,,891212,4,,"D","Sobolev tests of goodness of fit of distributions on compact Riemannian manifolds","33 (6)","2957-2966","Annals of Statistics",,"0090-5364",2005-Dec-01,,,"10.1214/009053605000000697","Very few goodness-of-fit tests had been developed for distributions on the sample spaces of directional statistics (e.g. spheres and rotation groups), other than the circle. This paper introduces a very wide class of invariant goodness-of-fit tests on compact Riemannian manifolds. Many of these tests are consistent against all alternatives.",,,False,0,,,,,,
,"0173",22,,890789,1,,"D","Incorporating Covariates into Standard Line Transect Analyses","59 (4)","924-935","Biometrics",,"1541-0420",2003-Dec-01,,,"10.1111/j.0006-341X.2003.00107.x","Develops a general framework based on Horvitz-Thompson estimators for incorporating covariates in distance sampling detection functions, when detection on the line or point is certain. Cited by 11 papers in refereed journals by August 2007. First author was a research student supervised by Buckland.",,,False,0,"Marques, FFC",False,,,,
,"0173",22,,890971,2,,"D","Bayesian integrated functional analysis of microarray data","20 (17)","2943-2953","Bioinformatics",,"1460-2059",2004-Jun-01,,,"10.1093/bioinformatics/bth338","Procedures for testing trends in the intensity functions of nonhomogeneous Poisson processes are based mostly on conditioning on the number of failures observed in (0, t] with fixed t. We study an unconditional test based on the time-truncated data that enables meaningful asymptotics as t becomes large. We show that the asymptotic test is conservative and that its power quickly comes close to the power of the uniformly most powerful unbiased test for the power-law alternatives. Moreover, for the goodness of fit of a specified intensity, the exact test has more power than the test based on the conditional approach. We illustrate the procedure using a real dataset.",,,False,0,"Pritchard, C C",True,"Nelson, P S",True,"Arjas, E",True
,"0173",22,,890971,3,,"D","Bayesian association-based fine mapping in small chromosomal segments","169 (1)","427-439","Genetics",,"0016-6731",2005-Jan-01,,,"10.1534/genetics.104.032680","A Bayesian method for fine mapping is presented, which deals with multiallelic markers, unknown phase, missing data, multiple causal variants, and both continuous and binary phenotypes. We consider small chromosomal segments spanned by a dense set of closely linked markers and putative genes only at marker points. In the phenotypic model, locus-specific indicator variables are used to control inclusion in or exclusion from marker contributions. To account for covariance between consecutive loci and to control fluctuations in association signals along a candidate region, we introduce a joint prior for the indicators that depends on genetic or physical map distances. The potential of the method includes posterior estimation of trait-associated loci, their effects, linkage disequilibrium pattern due to close linkage of loci, and the age of a causal variant (time to most recent common ancestor). Estimation of model parameters is based on Markov chain Monte Carlo (MCMC) sampling and is implemented using WinBUGS. Cited in Genetics, Theoretical and Applied Genetics, PLoS genetics, book chapter. Software has been downloaded numerous times.",,,False,0,"Sillanpaa, M J",True,,,,
,"0173",22,,890990,3,,"H","<p>Spatially Explicit Maximum Likelihood Methods for Capture-Recapture Studies</p>",,,"Biometrics",,"1541-0420",2007-Oct-26,,"http://dx.doi.org/10.1111/j.1541-0420.2007.00927.x",,"Develops maximum likelihood methods with spatially-referenced capture functions, resulting in a powerful new set of tools for analysing closed-population mark-recapture data. The full range of existing likelihood-based mark-recapture models is generalised to include a spatial component in the capture function - without which estimation of effective capture area and hence density is essentially ad hoc.",,,False,0,"Efford, M",True,,,,
,"0173",22,,891160,1,,"D","Prior Induction in Log-Linear Models for General Contingency Table Analysis","29 (3)","715-747","Annals of Statistics",,"0090-5364",2001-Jun-01,,,"10.1214/aos/1009210687","This paper considers the difficult issue of prior specification in the case of log-linear models often used within the analysis of contingency table data. In particular we derive an explicit expression for the induced prior on the multinomial cell probabilities, given a multivariate Normal prior specification on the log-linear parameters, for any log-linear model and discuss the importance of these results in terms of both uninformative and informative priors.",,,False,0,"Brooks, SP",True,,,,
,"0173",22,,891160,2,,"D","Bayesian Model Discrimination for Multiple Strata Capture-Recapture Data.","89 (4)","785-806","Biometrika",,"14643510",2002-Dec-01,,,"10.1093/biomet/89.4.785","This paper focuses on the Arnason-Schwarz model for multi-state capture-recapture data, in the presence of model uncertainty. A Bayesian approach is implemented and a reversible jump Markov chain Monte Carlo algorithm developed to explore the complex and large model space. Particular issues are addressed including the specification of consistent (informative) prior distributions for parameters across models, the construction of biologically plausible models to be considered, and efficient updating algorithms.",,,False,0,"Brooks, SP",True,,,,
,"0173",22,,891212,3,,"D","A test of uniformity on shape spaces","88 (1)","163-176","Journal of Multivariate Analysis",,"0047-259X",2004-Jan-01,,,"10.1016/S0047-259X(03)00066-6","Mardia's (1999) test of uniformity of distributions of shapes of triangles in the plane depends on the use of complex numbers and so cannot be extended to higher dimensions. This paper provides the first test of uniformity of distributions of shapes of k-ads of points in Euclidean spaces. It also introduces a model for nearly collinear shapes. (Alphabetic ordering of authors, who contributed equally to the paper.)",,,False,0,"Chikuse, Y",True,,,,
,"0173",22,,890971,1,,"D","Unconditional tests of goodness of fit for the intensity of time-truncated nonhomogeneous Poisson processes","46 (3)","330-338","Technometrics",,"1537-2723",2004-Aug-01,,,"10.1198/004017004000000356","This paper presents a novel method of modelling microarray data. Although there is a large literature for analysing microarray data, almost all methods deal with only one step of analysis. This lack of consideration for propagation of error in decision making has been known to lead to disastrous results. Here we show that, by an application of hierarchical Bayesian methodology, this sequential procedure can be replaced by a single joint analysis, while systematically accounting for the uncertainties in this process. This modelling framework additionally allows inference based on data from wide range of sources. Cited in: Biometrics, Bioinformatics, BMC Bioinformatics, Briefings in Bioinformatics (Impact factor 24.37), Comparative and Functional Genomics, Theoretical and Applied Genetics, Drug Discovery Today.",,,False,0,"Deshpande, J V",True,"Naik-Nimbalkar, U V",True,,
,"0173",22,,891160,3,,"D","A Classical Study of Catch-Effort Models for Hector's Dolphins","99 (466)","325-333","Journal of the American Statistical Association",,"1537-274X",2004-Jun-01,,,"10.1198/016214504000000304","This paper focuses on incorporating all the available information within the analysis of complex multi-state capture-recapture data and discriminating between competing biological hypotheses. In particular, the catch-effort information is modelled explicitly and a Trans-dimensional Simulated Annealing algorithm developed to discriminate between the large number of competing models, using the AIC statistic as the underlying model selection criterion.",,,False,0,"Brooks, SP",True,,,,
,"0173",22,,890971,4,,"D","Association mapping of complex trait loci with context-dependent effects and unknown context variable","174 (3)","1597-1611","Genetics",,"0016-6731",2006-Nov-01,,,"10.1534/genetics.106.061275","A novel method for Bayesian analysis of genetic heterogeneity and multilocus association in random population samples is presented. The method is valid for quantitative and binary traits as well as for multiallelic markers. In the method, individuals are stochastically assigned into two etiological groups that can have both their own, and possibly different, subsets of trait-associated loci or alleles. The method is favorable especially in situations when etiological models are stratified by the factors that are unknown or went unmeasured, that is, if genetic heterogeneity is due to, for example, unknown genes by environment or gene by gene interactions. Additionally, a heterogeneity structure for the phenotype does not need to follow the structure of the general population; it can have a distinct selection history. The performance of the method is illustrated with a simulated example of genes by environment interaction and compared to the results of single-group analysis in the presence of missing data. Additionally, example analyses with previously analysed cystic fibrosis and type 2 diabetes data sets are presented. Cited in Genetics as Issue Highlights, core scientific literature on cystic fibrosis, Genomics & Genetics Weekly. Software has been downloaded numerous times.",,,False,0,"Sillanpaa, M J",True,,,,
,"0173",22,,891220,4,,"D","Embedding population dynamics models in inference.","22 (1)","44-58","Statistical Science",,"0883-4237",2007-Feb-01,,,"10.1214/088342306000000673","This paper reviews recent developments to allow population dynamics models to be embedded in inference. It also explains the building-block approach for matrix population models first proposed by Buckland et al. in an Ecological Modelling paper, and shows how to extend these, using compositions of random non-linear operators, to a more general and fully stochastic framework.",,,False,1,"Buckland, ST",False,"Newman, KB",False,"Harwood, J",False
,"0173",22,,891160,4,,"D","Factors Influencing Soay Sheep Survival: A Bayesian Analysis","62 (1)","211-220","Biometrics",,"15410420",2006-Mar-01,,,"10.1111/j.1541-0420.2005.00404.x","Within the analysis of complex ecological data, interest often lies in determining the underlying factors that drive the system. We consider in detail the mark-recapture-recovery data of a particular dataset (Soay sheep), in the presence of environmental and individual covariates (including missing covariate values for many individuals). A reversible jump Markov chain Monte Carlo algorithm is constructed that explores the extremely complex model space, where there is uncertainty in the age-structure of the demographic parameters of interest, in addition to covariate dependence and random effects. Interesting features are identified which had not previously been detected and which are of ecological importance.",,,False,0,"Brooks, SP",True,"Morgan, BJT",True,"Coulson, T",True
,"0173",22,,891220,1,,"D","State-space models for the dynamics of wild animal populations","171 (1-2)","157-175","Ecological Modelling",,"0304-3800",2004-Jan-01,,,"10.1016/j.ecolmodel.2003.08.002","This was the first of a series of papers expounding a building-block approach to matrix population models, which allows complex, fully stochastic models to be specified simply. Fitting of the models was addressed briefly, with follow-up papers by Newman et al, Biometrics, submitted, Buckland et al, Stat Sci, 2007, Newman et al, Ecol Applications, 2006, Thomas et al, ANZJS, 2005. The impact of this paper is indicated by the fact that, by August 2007, 23 papers in refereed journals had cited it.",,,False,0,"Buckland, ST",False,"Newman, KB",False,"Koesters, NB",False
,"0173",22,,890789,4,,"D","Monitoring change in biodiversity through composite indices","360 (1454)","243-254","Philosophical Transactions of the Royal Society of London Series B",,"1471-2970",2005-Feb-01,,,"10.1098/rstb.2004.1589","This paper addresses statistical issues in monitoring regional biodiversity trends, which have largely been ignored. There is now much interest in this, due to the 2010 target to ""reduce the rate of loss of biodiversity by 2010"", which nearly 200 countries have signed up to. The paper has attracted a lot of interest, which led to an invitation for Buckland to teach at a biodiversity monitoring workshop in Brazil in June 2007. The paper had been cited by 13 papers in refereed journals by August 2007.",,,False,0,"Magurran, AE",False,"Green, RE",True,"Fewster, RM",True
,"0173",22,,891220,3,,"G","<p>Distance 5.0 Release 2</p>",,,"Research Unit for Wildlife Population Assessment, University of St Andrews","Online",,2006-Dec-20,,"http://www.ruwpa.st-and.ac.uk/distance/",,"The Distance software is one of the most widely used pieces of research output in statistical ecology worldwide, and a first-class example of knowledge transfer from a UK research institution to a global user community. Since 1998, it has been registered from over 13,000 unique email addresses in more than 120 countries. Typing the generic word ""distance"" into Google consistently brings up the software home page in the top three returns. The software allows users (primarily biologists) to design and analyse surveys to estimate the size of wildlife populations, using distance sampling methods. Distance sampling is one of the main research focuses of the statistical ecology group at St Andrews, and new methods developed by PhD students, research and academic staff are routinely incorporated into new versions of Distance, further extending the range and reliability of the methods. Recent versions of the software have added, for example: a built-in GIS with new algorithms for automated survey design (PhD work by Strindberg); methods that combine distance sampling and mark-recapture (papers by Borchers and others) implemented via a link to a new R library; methods for spatial density surface fitting (currently beta software; PhD work by Hedley, and other research). Feedback from users often inspires further research avenues, and on many occasions has led to funding for collaborative research projects, such as a recent US$1.5million award to develop methods for estimating population densities of sea mammals from undersea hydrophones.",,,False,7,"Laake, J L",True,"Marques, F F C",False,"Strindberg, S",False
,"0173",22,,890789,2,2004,"B","Advanced Distance Sampling",,"416 pp","Oxford University Press",,"0-19-850783-6",,,,,"This book introduces a number of innovations in distance sampling. It is an edited volume, with 11 chapters. Buckland is co-author on 8 of these chapters. Innovations co-authored by Buckland include further elaboration of the covariate methods of Marques and Buckland (2003), extending the methods of Hedley and Buckland (2004) to point transect sampling, developing methods for estimating trends in time, adaptive distance sampling methods well beyond those described by Pollard, Palka and Buckland (2002), development of automated design algorithms that have much wider applicability than those of Strindberg and Buckland (2004), elaborating the design-based and model-based methods underlying distance sampling and developing a general framework for testing the robustness of the methods, and a new mathematical proof of the pooling robustness property of distance sampling estimators.",,,True,2,"Anderson, DR",True,"Burnham, KP",True,"Laake, JL",True
,"0173",22,,890990,2,,"D","Accommodating unmodeled heterogeneity in double-observer distance sampling surveys","62 (2)","372-378","Biometrics",,"1541-0420",2006-Jun-01,,,"10.1111/j.1541-0420.2005.00493.x","A key paper in the development of mark-recapture distance sampling methodologies, providing methods that perform well even in the presence of unmodelled heterogeneity.",,,False,0,"Laake, JLL",True,"Southwell, C",True,"Paxton, CGM",False
,"0173",22,,890852,2,,"D","Modelling establishment probabilities of an exotic plant, <em>Rhododendron ponticum</em>, invading a heterogeneous, woodland landscape using logistic regression with spatial autocorrelation","193 (3-4)","747-758","Ecological Modelling",,"0304-3800",2006-Mar-01,,,"10.1016/j.ecolmodel.2005.09.007","This paper models establishment probabilities using a Generalized Linear Model with spatially auto-correlated errors. Model outcomes, and the recommended management practices, differ when the autocorrelation is considered. The paper is aimed at scientists who routinely ignore residual autocorrelation but are looking for an alternative approach.",,,False,0,"Stephenson, CM",False,"Edwards, C",True,"Travis, JMJ",False
,"0173",22,,890852,1,,"D","Regression Spline Mixed Models: a forestry example","10 (4)","394-410","Journal of Agricultural, Biological and Environmental Statistics",,"1537-2693",2005-Dec-01,,,"10.1198/108571105X80194","This paper uses biological information to specify regression spline mixed models and contrasts this manual specification with an automated knot selection procedure and nonlinear mixed model alternatives. It also compares the performance of the nonparametric bootstrap (carried out with and without knot uncertainty) with model based and robust model inference. This paper adds value to this area by highlighting how biological information can be used to specify parsimonious models which return superior model fit and examines the performance of the nonparametric bootstrap for mixed model data.",,,False,0,"Donovan, CR",False,"McArdle, BH",True,,
,"0173",22,,890990,4,,"D","<p>Line Transect Methods for Plant Surveys</p>","63 (4)","989-998","Biometrics",,"1541-0420",2007-Dec-01,,,"10.1111/j.1541-0420.2007.00798.x","This paper provides a hierarchy of methods for extending distance sampling techniques to deal with special circumstances often associated with surveys of plants. The methods range from simple strip transect sampling to double-observer mark-recapture distance sampling with non-uniform distribution of objects wrt to the line. Circumstances covered include small study areas, highly clustered populations and extreme heterogeneity in detectability of individuals. We anticipate that this paper will lead to much improved population assessments for many species of vascular plant of conservation concern.",,,False,1,"Buckland, ST",False,"Henrys, PA",False,"Johnston, A",False
,"0124",22,,961547,3,,"D","Nonparametric calibration for age estimation","51(2)","183-196","Journal of the Royal Statistical Society: Series C (Applied Statistics)",,"00359254",2002-May-01,,,"10.1111/1467-9876.00262",,,"A",False,0,"Lucy D.",True,"Pollard M.",True,,
,"0124",22,,961547,4,,"D","A flexible statistical and efficient computational approach to object location applied to electrical tomography","16(4)","363-375","Statistics and Computing",,"09603174",2006-Dec-01,,,"10.1007/s11222-006-9619-x",,,"A",False,0,"Cattle B.A.",False,,,,
,"0124",22,,961554,1,,"D","Optimal asymmetric one-sided group sequential tests","89(1)","49-60","Biometrika",,"00063444",2002-Mar-01,,,"10.1093/biomet/89.1.49",,,"A",False,0,"Jennison C.",True,,,,
,"0124",22,,961554,2,,"D","Posterior probability intervals for wavelet thresholding","64(2)","189-205","Journal of the Royal Statistical Society: Series B (Statistical Methodology)",,"13697412",2002-May-01,,,"10.1111/1467-9868.00332",,,"A",False,0,"Nason G.P.",True,"Silverman B.W.",True,,
,"0124",22,,961554,3,,"D","Real nonparametric regression using complex wavelets","66(4)","927-939","Journal of the Royal Statistical Society: Series B (Statistical Methodology)",,"13697412",2004-Nov-01,,,"10.1111/j.1467-9868.2004.B5604.x",,,"A",False,0,"Nason G.P.",True,,,,
,"0124",22,,961554,4,,"D","An adaptive empirical Bayesian thresholding procedure for analysing microarray experiments with replication","56(3)","271?291","Journal of the Royal Statistical Society: Series C (Applied Statistics)",,"00359254",2007-May-01,,,"10.1111/j.1467-9876.2007.00577.x",,,"A",False,0,"Walls R.E.",False,"Kent J.T.",False,"Gilthorpe M.S.",False
,"0124",22,,961549,1,,"D","Denoising radiocommunications signals by using iterative wavelet shrinkage","51(4)","393?403","Journal of the Royal Statistical Society: Series C (Applied Statistics)",,"00359254",2002-Oct-01,,,"10.1111/1467-9876.00276",,,"A",False,0,"Upton G.J.G.",True,,,,
,"0124",22,,961549,2,,"D","Differentiating noisy radiocommunications signals: wavelet estimation of a derivative in the presence of heteroscedastic noise","54(4)","753-767","Journal of the Royal Statistical Society: Series C (Applied Statistics)",,"00359254",2005-Aug-01,,,"10.1111/j.1467-9876.2005.0d521.x",,,"A",False,0,"Upton G.J.G.",True,,,,
,"0124",22,,961549,3,,"D","Modelling predation as a capped rate stochastic process, with applications to fish recruitment","2(5)","477-487","Journal of The Royal Society Interface",,"17425689",2005-Dec-01,,,"10.1098/rsif.2005.0063",,,"A",False,0,"James A.F.",False,"Pitchford J.W.",False,,
,"0124",22,,961549,4,,"D","Downscaling of rain gauge time series by multiplicative beta cascade","112(d9)","D09105","Journal of Geophysical Research",,"01480227",2007-May-01,,,"10.1029/2006JD007333",,,"A",False,0,"Paulson K.S.",True,,,,
,"0124",22,,961544,1,,"D","A penalized likelihood approach to image warping","63(3)","465?492","Journal of the Royal Statistical Society: Series B (Statistical Methodology)",,"13697412",2001-Apr-01,,,"10.1111/1467-9868.00295",,,"A",False,0,"Glasbey C.",True,,,,
,"0124",22,,961544,2,,"D","Circular regression","89(3)","683-698","Biometrika",,"00063444",2002-Aug-01,,,"10.1093/biomet/89.3.683",,,"A",False,0,"Downs T.D.",True,,,,
,"0124",22,,961544,3,,"D","Directions and projective shapes","33(4)","1666-1699","Annals of Statistics",,"00905364",2005-Aug-01,,,"10.1214/009053605000000273",,,"A",False,0,"Patrangenaru V.",True,,,,
,"0124",22,,961544,4,,"D","Bayesian alignment using hierarchical models, with applications in protein bioinformatics","93(2)","235-254","Biometrika",,"00063444",2006-Jun-01,,,"10.1093/biomet/93.2.235",,,"A",False,0,"Green P.J.",True,,,,
,"0124",22,,961545,1,,"D","Regularity and uniqueness for constrained M-estimates and redescending M-estimates","29(1)","252-265","Annals of Statistics",,"00905364",2001-Feb-01,,,"10.1214/aos/996986508",,,"A",False,0,"Tyler D.E.",True,,,,
,"0124",22,,961545,2,,"D","Shape, Procrustes tangent projections and bilateral symmetry","88(2)","469-485","Biometrika",,"00063444",2001-Jun-01,,,"10.1093/biomet/88.2.469",,,"A",False,0,"Mardia K.V.",False,,,,
,"0124",22,,961545,3,,"D","Intrinsic random fields and image deformations","26(1-2)","59-71","Journal of Mathematical Imaging and Vision",,"09249907",2006-Nov-01,,"http://www.springerlink.com/content/f2620232x3360t0t/","10.1007/s10851-006-7802-5",,,"A",False,0,"Mardia K.V.",False,"Bookstein F.L.",True,"Meyer C.R.",True
,"0124",22,,961545,4,,"D","The complex Bingham quartic distribution and shape analysis","68(5)","747?765","Journal of the Royal Statistical Society: Series B (Statistical Methodology)",,"13697412",2006-Nov-01,,,"10.1111/j.1467-9868.2006.00565.x",,,"A",False,0,"Mardia K.V.",False,"McDonnell P.",False,,
,"0124",22,,961546,1,,"D","The K-function for nearly regular point processes","57(1)","224-231","Biometrics",,"0006341X",2001-Mar-01,,,"10.1111/j.0006-341X.2001.00224.x",,,"A",False,0,"Dryden I.L.",True,"Farnoosh R.",True,,
,"0124",22,,961546,2,,"D","Bayesian texture segmentation of weed and crop images using reversible jump Markov chain Monte Carlo methods","52(1)","31-50","Royal Statistical Society. Journal. Series C: Applied Statistics",,"00359254",2003-Jan-01,,,"10.1111/1467-9876.00387",,,"A",False,0,"Dryden I.L.",True,"Scarr M.R.",True,,
,"0124",22,,961546,3,,"D","Boosting kernel density estimates: A bias reduction technique?","91(1)","226-233","Biometrika",,"00063444",2004-Mar-01,,,"10.1093/biomet/91.1.226",,,"A",False,0,"Di Marzio M.",True,,,,
,"0124",22,,961546,4,,"D","Kernel density classification and boosting: an L<sub>2</sub> analysis","15(2)","113-123","Statistics and Computing",,"09603174",2005-Apr-01,,,"10.1007/s11222-005-6203-8",,,"A",False,0,"Di Marzio M.",True,,,,
,"0124",22,,961547,1,,"D","Bayesian methods applied to survey data from archeological magnetmetry","96(453)","64-76","Journal of the American Statistical Association",,"01621459",2001-Mar-01,,,"10.1198/016214501750332983",,,"A",False,0,"Haigh J.G.B.",True,"Allum G.T.",True,,
,"0124",22,,961547,2,,"D","Approximations for Gibbs distribution normalising constants","12(4)","391-397","Statistics and Computing",,"09603174",2002-Oct-01,,,"10.1023/A:1020752516117",,,"A",False,0,,,,,,
